# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/10000x10000_rank_10000/ABRIK_test_mat6.txt
# Input size: 10000 x 10000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# Runs per configuration: 3
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
32, 4, 10, 0.779291, 307587, 1.30114, 548214, 0.00108429, 3829911, 0, 0
32, 4, 10, 0.779291, 305318, 1.30114, 566602, 0.00108429, 3688637, 0, 0
32, 4, 10, 0.779291, 281996, 1.30114, 547193, 0.00108429, 3775500, 0, 0
32, 8, 10, 0.146123, 559144, 1.18891, 1029961, 1.80837e-11, 8261057, 0, 0
32, 8, 10, 0.146123, 528069, 1.18891, 1037694, 1.80837e-11, 8017088, 0, 0
32, 8, 10, 0.146123, 546356, 1.18891, 1069768, 1.80837e-11, 8393655, 0, 0
32, 16, 10, 0.0017992, 1039587, 1.02933, 2072611, 7.82256e-15, 15112043, 0, 0
32, 16, 10, 0.0017992, 1004968, 1.02933, 2006881, 7.82256e-15, 15426240, 0, 0
32, 16, 10, 0.0017992, 1046793, 1.02933, 1983011, 7.82256e-15, 15490140, 0, 0
32, 32, 10, 1.07354e-08, 2082904, 0.829858, 4028872, 7.82256e-15, 15110770, 0, 0
32, 32, 10, 1.07354e-08, 2206402, 0.829858, 3971581, 7.82256e-15, 15466696, 0, 0
32, 32, 10, 1.07354e-08, 2110954, 0.829858, 3998515, 7.82256e-15, 15667030, 0, 0
