# ABRIK Per-Triplet Accuracy Analysis
# Precision: double
# Input matrix: input_matrices/10000x10000_rank_10000/ABRIK_test_mat1.txt
# Input size: 10000 x 10000
# b_sz: 4
# num_matmuls: 32
# Total matvecs: 128
# Singular triplets: 64
# ABRIK time (us): 887704
# GESDD time (us): 152132243
# Residual metric: sqrt(||E_left||^2 + ||E_right||^2) where E_left = inv(s)*Av - u, E_right = v - A'u*inv(s)
# svec_diff metric: sqrt((sin^2(angle(u_g,u_a)) + sin^2(angle(v_g,v_a)))/2), sin via Householder QR
i, res_err_abrik, res_err_gesdd, sval_diff, svec_diff
22, 7.10509609194288e-07, 4.34894003874087e-15, 2.97220581479962e-13, 6.41788316207706e-07
23, 1.84709096863135e-06, 4.76679444917462e-15, 2.08973116588851e-12, 1.77477263141449e-06
24, 8.876669852471e-06, 4.60262778906039e-15, 4.86860551873747e-11, 8.64199945916312e-06
25, 1.31993659391675e-05, 3.57160701087539e-15, 1.05378553105773e-10, 1.24521097220458e-05
26, 0.000122493315946086, 3.87339383877342e-15, 9.29300235374963e-09, 0.000119776780027329
27, 0.000237960017288206, 3.35151197326094e-15, 3.57365875641724e-08, 0.000239592921598897
28, 0.00060768141833133, 3.60964084936328e-15, 2.38542409380926e-07, 0.000634211482327961
29, 0.000112607861733112, 4.07647689345779e-15, 8.09670189921841e-09, 0.000115611405715162
30, 0.0013562444300224, 3.9993020164763e-15, 1.40880998929227e-06, 0.00185522900678687
31, 0.00466609053297332, 4.91615165559287e-15, 1.72545818362541e-05, 0.00673777503663561
32, 0.00123747686976299, 4.93440536107837e-15, 1.25164612763129e-06, 0.00192559704448308
33, 0.00772092469563974, 3.55325555995808e-15, 5.79861779734549e-05, 0.0160489117819127
34, 0.0133468630171976, 6.14219360002256e-15, 0.000200843821818529, 0.035164905670612
35, 0.00704263614323238, 1.924474640022e-14, 5.13653796284201e-05, 0.0157729097903149
36, 0.00909786080686989, 4.71763867604192e-15, 0.000141967202724636, 0.0468633045056538
37, 0.0618136789094026, 3.95983973659591e-15, 0.0240251114423632, 0.879421604273173
38, 0.162348531472376, 4.63191626468591e-15, 0.0127506721972596, 0.869026344837254
39, 0.0629885025314282, 4.26970717481228e-15, 0.00875906521427098, 0.418468079762809
40, 0.11087995372523, 3.87397712596995e-15, 0.015948847706327, 0.577872641465338
41, 0.0826798526043116, 4.73318598220055e-15, 0.00753591068407425, 0.320891080977397
42, 0.0777418571296239, 4.34622485430603e-15, 0.0299467955019327, 0.982132082983094
43, 0.159149926906606, 3.89380617829202e-15, 0.028956170536501, 0.966472264641869
44, 0.109239530107928, 3.83922089109324e-15, 0.0143524315773735, 0.53164559316771
45, 0.157336545600048, 4.42194491193658e-15, 0.0667576535711306, 0.995236849461538
46, 0.202542921997839, 8.09353608087095e-15, 0.0733347545925542, 0.95072875777662
47, 0.187110118045287, 5.32060020741941e-15, 0.0668370572979808, 0.999456471508151
48, 0.137996013595163, 5.35192288026787e-15, 0.0980627174891691, 0.991863807264273
49, 0.201576425232594, 9.58036184767849e-15, 0.16951124775196, 0.999858095006155
50, 0.261831931587462, 7.05077152887187e-15, 0.169291213379515, 0.997960308433231
51, 0.265254420376216, 7.13827993667911e-15, 0.179897403217206, 0.98727164705743
52, 0.257383491521586, 6.03454440729126e-15, 0.214027002508397, 0.998729591886284
53, 0.519739289282696, 8.70873826235805e-15, 0.30100660356651, 0.99757152339532
54, 0.344337488130791, 4.15947217213869e-15, 0.325819721115265, 0.995636932539369
55, 0.426115546705825, 4.64511137811116e-15, 0.326131547015159, 0.996330084328819
56, 0.436806458756024, 6.05467062918642e-15, 0.331156200021021, 0.99972621882848
57, 0.718683659516728, 8.40747605803957e-15, 0.492716217952128, 0.997466043474768
58, 0.605003640395649, 8.20532190670293e-15, 0.491915551051923, 0.999470261891144
59, 0.719413539050997, 4.9342087021066e-15, 0.531862152928946, 0.999999379323811
60, 0.695272495382508, 7.62668877204973e-15, 0.535552622694038, 0.999659549489471
61, 1.35237158992771, 5.68897899134755e-15, 0.719141316684853, 0.999617778449305
62, 1.24420794644196, 5.8331515119366e-15, 0.728564750346643, 0.999836097714038
63, 1.41763843866769, 6.04097264532857e-15, 0.728615032927885, 0.999999882133431
64, 1.31892610524393, 8.4753928454123e-15, 0.751237069369646, 0.999719815243101
